periode,temp_max,nbj_ac,nj_vdc,prec_cumul,p_d_s,prec_intense,nbj_prec,nom,insee,secheresses,secheresse
H1,16.84,40,8,1004.52,41,7.34,3.95,SANTA-MARIA-DI-LOTA,2B309,2,2
H1,13.52,74,22,1984.68,17,17.07,3.75,UREPEL,64543,0,0
H1,13.34,75,23,2025.27,16,17.06,4.13,BANCA,64092,0,0
H1,12.97,75,22,2041.0,17,17.1,4.08,ARNEGUY,64047,0,0
H1,13.04,75,22,2033.79,18,17.11,4.1,LECUMBERRY,64327,0,0
H1,12.0,75,24,2148.77,18,18.27,4.2,LARRAU,64316,0,0
H1,14.42,79,26,1930.65,19,16.55,3.83,LARRAU,64316,0,0
H1,14.43,79,26,1930.05,18,16.46,3.99,SAINTE-ENGRACE,64475,0,0
H1,13.07,75,22,2064.91,17,17.21,4.28,ARETTE,64040,0,0
H1,15.32,78,23,1731.16,18,14.52,3.97,LOURDIOS-ICHERE,64351,0,0
H1,13.68,75,22,1875.09,18,15.67,4.04,SARRANCE,64506,0,0
H1,13.74,75,20,1862.43,17,15.5,4.13,GERE-BELESTEN,64240,0,0
H1,12.4,76,28,1995.71,17,16.88,4.38,CASTET,64175,0,0
H1,13.15,79,27,1731.69,17,14.72,4.21,FERRIERES,65176,0,0
H1,13.7,76,23,1226.23,18,9.86,4.08,SALLES,65400,0,0
H1,15.55,81,25,1405.19,19,11.88,4.15,AGOS-VIDALOS,65004,0,0
H1,14.67,80,26,1480.21,18,12.46,4.37,OURDIS-COTDOUSSAN,65348,0,0
H1,14.98,80,26,1454.45,18,12.19,4.27,BAGNERES-DE-BIGORRE,65059,0,0
H1,15.33,78,22,1406.95,18,11.83,4.13,BANIOS,65060,0,0
H1,16.1,78,21,1320.64,18,11.46,4.23,AVEZAC-PRAT-LAHITTE,65054,0,0
H1,16.96,82,23,1154.26,18,10.03,4.12,MONTOUSSE,65322,0,0
H1,17.43,79,22,1108.3,19,9.68,4.17,AVENTIGNAN,65051,0,0
H1,17.16,80,22,878.79,20,7.56,4.13,CIER-DE-RIVIERE,31143,0,0
H1,17.33,79,22,870.08,20,7.5,4.13,REGADES,31449,0,0
H1,17.54,78,20,857.81,21,7.4,4.21,COURET,31155,0,0
H1,17.77,76,20,841.22,21,7.12,4.4,MONTGAILLARD-DE-SALIES,31376,0,0
H1,17.81,74,18,1000.78,19,8.62,4.55,LA BASTIDE-DU-SALAT,09041,0,0
H1,17.39,75,20,1026.2,18,8.83,4.5,TAURIGNAN-CASTET,09307,0,0
H1,17.07,75,19,1047.97,18,9.08,4.19,CONTRAZY,09098,0,0
H1,17.22,75,19,1039.86,18,9.0,4.29,CAMARADE,09073,0,0
H1,17.54,74,19,1020.48,19,8.78,4.46,GABRE,09127,0,0
H1,16.93,72,19,829.36,22,7.11,4.3,MONTEGUT-PLANTAUREL,09202,0,0
H1,17.29,71,17,812.91,22,6.97,4.2,RIEUX-DE-PELLEPORT,09245,0,0
H1,17.52,70,18,800.4,22,6.76,4.4,COUSSA,09101,0,0
H1,17.63,67,16,900.75,20,7.65,4.25,TOURTROL,09314,0,0
H1,17.62,66,16,898.88,20,7.68,4.4,LA BASTIDE-DE-BOUSIGNAC,09039,0,0
H1,16.5,63,15,801.58,22,6.76,4.49,VAL DE LAMBRONNE,11080,1,1
H1,17.0,63,15,784.86,23,6.64,4.45,VILLELONGUE-D'AUDE,11427,1,1
H1,17.99,60,13,745.25,23,6.21,4.43,GAJA-ET-VILLEDIEU,11158,1,1
H1,17.74,61,15,753.36,24,6.35,4.58,VILLAR-SAINT-ANSELME,11415,1,1
H1,16.42,61,15,803.27,23,6.75,4.58,GREFFEIL,11169,1,1
H1,16.59,59,12,806.83,28,5.21,4.35,VILLETRITOULS,11440,1,1
H1,18.0,57,11,758.18,29,4.89,4.19,CAUNETTES-EN-VAL,11083,1,1
H1,18.32,54,10,785.5,27,4.74,4.47,SAINT-LAURENT-DE-LA-CABRERISSE,11351,1,1
H1,18.31,49,8,767.8,32,3.91,4.6,FONTJONCOUSE,11152,2,2
H1,18.9,47,7,751.12,32,3.92,4.78,PORTEL-DES-CORBIERES,11295,2,2
H1,19.95,45,6,713.28,33,3.75,4.68,SIGEAN,11379,2,2
H1,20.12,45,6,706.02,35,3.63,4.45,GRUISSAN,11170,2,2
H1,20.29,20,1,656.39,52,3.92,3.5,HYERES,83069,2,2
H1,20.29,20,1,653.1,53,3.92,3.5,HYERES,83069,2,2
H1,20.73,24,2,767.88,42,5.03,3.71,HYERES,83069,2,2
H1,19.24,27,4,726.17,41,5.23,3.93,CANARI,2B058,2,2
H1,17.24,38,8,981.29,41,7.14,3.94,PIETRACORBARA,2B224,2,2
H1,15.41,76,21,1789.81,18,15.33,4.1,ALDUDES,64016,0,0
H1,14.87,77,22,1875.96,17,16.04,4.07,BANCA,64092,0,0
H1,14.61,77,21,1887.52,18,15.96,3.92,SAINT-MICHEL,64492,0,0
H1,15.7,78,22,1784.01,18,15.32,3.98,ESTERENCUBY,64218,0,0
H1,13.63,75,20,1991.57,17,17.07,4.01,MENDIVE,64379,0,0
H1,15.62,76,20,1794.67,18,15.44,4.1,ALCAY-ALCABEHETY-SUNHARETTE,64015,0,0
H1,17.02,75,20,1620.14,18,13.88,4.27,LAGUINGE-RESTOUE,64303,0,0
H1,16.59,74,19,1668.26,17,14.27,4.05,LANNE-EN-BARETOUS,64310,0,0
H1,16.6,78,21,1440.55,18,12.41,4.25,ISSOR,64276,0,0
H1,16.32,76,22,1644.32,18,13.82,3.92,OLORON-SAINTE-MARIE,64422,0,0
H1,15.98,80,23,1507.3,18,12.95,4.15,ARUDY,64062,0,0
H1,16.42,80,23,1468.19,18,12.57,4.1,LOUVIE-JUZON,64353,0,0
H1,16.91,78,21,1415.22,18,12.2,3.93,ASSON,64068,0,0
H1,16.5,77,21,1425.5,18,12.52,3.8,SAINT-PE-DE-BIGORRE,65395,0,0
H1,16.75,76,20,1273.26,19,10.86,3.78,POUEYFERRE,65366,0,0
H1,16.8,75,20,1271.11,19,10.89,4.07,PAREAC,65355,0,0
H1,16.75,77,22,1295.7,18,10.98,4.19,ANTIST,65016,0,0
H1,17.17,76,21,1261.88,18,10.65,4.25,CIEUTAT,65147,0,0
H1,16.43,78,22,1035.38,20,9.23,4.05,CAPVERN,65127,0,0
H1,16.24,78,22,1042.17,20,9.13,4.27,UGLAS,65456,0,0
H1,16.55,77,21,1024.01,20,8.94,4.25,FRANQUEVIELLE,31197,0,0
H1,17.01,75,20,992.54,19,8.71,4.23,BORDES-DE-RIVIERE,31076,0,0
H1,17.71,78,21,838.2,20,7.28,4.2,SAINT-GAUDENS,31483,0,0
H1,17.89,77,20,842.05,21,7.26,4.13,SAINT-MEDARD,31504,0,0
H1,18.12,76,20,825.7,21,6.98,4.52,LESTELLE-DE-SAINT-MARTORY,31296,0,0
H1,17.91,76,20,834.44,21,7.06,4.42,CASSAGNE,31110,0,0
H1,17.81,73,19,1008.15,19,8.68,4.6,FABAS,09120,0,0
H1,17.77,76,20,845.3,20,7.1,4.37,MONTESQUIEU-VOLVESTRE,31375,0,0
H1,17.86,71,18,792.75,22,6.7,4.52,DAUMAZAN-SUR-ARIZE,09105,0,0
H1,17.8,71,18,796.86,22,6.68,4.47,CASTERAS,09083,0,0
H1,17.62,71,18,798.68,22,6.86,4.35,SAINT-MICHEL,09271,0,0
H1,17.94,71,18,787.1,22,6.77,4.29,PAMIERS,09225,0,0
H1,18.09,70,18,777.35,22,6.55,4.42,LA BASTIDE-DE-LORDAT,09040,0,0
H1,17.03,63,15,773.24,23,6.5,4.08,LAPENNE,09153,1,1
H1,16.88,62,16,788.42,23,6.61,4.25,PLAVILLA,11291,1,1
H1,17.03,62,15,778.82,23,6.53,4.18,HOUNOUX,11173,1,1
H1,17.76,61,14,749.62,23,6.27,4.23,GRAMAZIE,11167,1,1
H1,17.66,60,14,753.24,23,6.3,4.37,VILLARZEL-DU-RAZES,11417,1,1
H1,18.2,58,13,733.65,24,6.19,4.69,PREIXAN,11299,1,1
H1,17.63,61,15,758.37,24,6.39,4.58,VILLEFLOURE,11423,1,1
H1,17.44,61,13,769.29,23,6.44,4.15,MONZE,11257,1,1
H1,17.82,56,11,769.11,27,4.94,4.48,VAL-DE-DAGNE,11251,1,1
H1,18.88,52,10,729.03,28,4.68,4.42,FABREZAN,11132,1,1
H1,19.16,51,9,746.15,28,4.63,4.55,BOUTENAC,11048,1,1
H1,19.23,46,7,723.21,33,3.67,4.71,BIZANET,11040,2,2
H1,19.64,45,7,710.62,33,3.57,4.65,BAGES,11024,2,2
H1,19.75,44,6,713.89,35,3.79,4.46,NARBONNE,11262,2,2
H1,20.11,43,5,703.19,35,3.71,4.45,GRUISSAN,11170,2,2
H1,20.5,21,2,634.41,51,3.99,3.37,SIX-FOURS-LES-PLAGES,83129,2,2
H1,20.82,21,2,624.82,51,3.93,3.63,SAINT-MANDRIER-SUR-MER,83153,2,2
H1,20.21,19,1,674.54,51,4.11,3.73,LE PRADET,83098,2,2
H1,20.2,20,1,659.97,52,3.94,3.5,HYERES,83069,2,2
H1,20.27,20,1,663.7,51,4.06,3.75,BORMES-LES-MIMOSAS,83019,2,2
H1,20.72,24,1,767.5,43,5.0,3.71,HYERES,83069,2,2
H1,19.65,29,5,844.63,42,6.16,3.85,PINO,2B233,2,2
H1,19.32,31,6,864.08,42,6.29,3.8,MERIA,2B159,2,2
H1,15.92,78,20,1724.85,18,14.91,3.94,BANCA,64092,0,0
H1,16.55,77,21,1664.29,18,14.35,3.95,SAINT-ETIENNE-DE-BAIGORRY,64477,0,0
H1,18.01,77,20,1558.95,18,13.28,4.23,UHART-CIZE,64538,0,0
H1,16.98,76,19,1610.67,18,13.81,4.07,AHAXE-ALCIETTE-BASCASSAN,64008,0,0
H1,15.88,76,19,1767.3,17,15.22,4.13,SAINT-JUST-IBARRE,64487,0,0
H1,16.96,74,19,1590.68,18,13.66,4.17,AUSSURUCQ,64081,0,0
H1,17.2,75,20,1587.77,18,13.78,4.27,SAUGUIS-SAINT-ETIENNE,64509,0,0
H1,17.33,74,20,1597.94,17,13.74,4.03,ESQUIULE,64217,0,0
H1,18.09,76,20,1318.89,18,11.56,4.12,OLORON-SAINTE-MARIE,64422,0,0
H1,18.05,76,20,1326.95,18,11.59,3.98,ESCOUT,64209,0,0
H1,17.72,76,19,1333.52,19,11.63,3.78,LASSEUBETAT,64325,0,0
H1,17.7,76,20,1334.74,19,11.67,3.71,BOSDARROS,64139,0,0
H1,18.08,76,19,1305.99,19,11.43,3.93,NAY,64417,0,0
H1,17.5,77,21,1351.45,19,11.89,3.96,SAINT-VINCENT,64498,0,0
H1,16.35,76,21,1079.22,21,9.35,3.8,PONTACQ,64453,0,0
H1,17.59,74,20,1213.32,19,10.35,4.15,LOUEY,65284,0,0
H1,17.42,73,20,1215.22,19,10.47,4.27,BARBAZAN-DEBAT,65062,0,0
H1,17.5,73,19,935.76,22,8.34,4.2,BORDES,65101,0,0
H1,16.96,75,20,1003.84,20,8.71,4.1,BURG,65113,0,0
H1,16.95,75,20,992.29,20,8.62,4.08,GALEZ,65184,0,0
H1,16.96,75,20,991.7,21,8.62,4.08,BOUDRAC,31078,0,0
H1,17.02,74,19,946.86,20,8.46,4.27,LARROQUE,31276,0,0
H1,17.82,76,20,838.39,20,7.24,4.1,CARDEILHAC,31108,0,0
H1,17.96,76,20,831.36,20,7.18,4.15,AULON,31023,0,0
H1,17.91,76,20,839.91,20,7.15,4.21,ALAN,31005,0,0
H1,18.38,75,19,813.31,20,6.95,4.42,MARTRES-TOLOSANE,31324,0,0
H1,17.62,70,18,726.0,23,6.24,4.33,SAINT-CHRISTAUD,31474,0,0
H1,17.61,70,18,728.07,23,6.33,4.38,MONTESQUIEU-VOLVESTRE,31375,0,0
H1,17.38,70,19,743.68,23,6.24,4.37,LAPEYRERE,31272,0,0
H1,18.16,70,18,783.08,22,6.54,4.4,SAINTE-SUZANNE,09342,0,0
H1,17.93,70,19,781.01,22,6.68,4.13,BRIE,09067,0,0
H1,18.2,69,19,769.64,22,6.56,4.04,SAVERDUN,09282,0,0
H1,18.31,68,17,770.09,22,6.46,4.44,MAZERES,09185,0,0
H1,17.47,62,15,753.37,23,6.28,4.0,BELPECH,11033,1,1
H1,17.24,62,15,762.25,22,6.34,4.0,GENERVILLE,11162,1,1
H1,17.61,62,15,756.34,23,6.33,4.23,LA CASSAIGNE,11072,1,1
H1,18.29,57,13,725.09,24,6.1,4.48,MONTREAL,11254,1,1
H1,18.25,57,13,726.49,24,6.11,4.48,ARZENS,11018,1,1
H1,18.61,56,12,710.53,24,6.0,4.28,CARCASSONNE,11069,1,1
H1,18.66,55,13,708.3,24,5.98,4.28,CARCASSONNE,11069,1,1
H1,18.87,55,11,707.01,24,5.91,4.26,RUSTIQUES,11330,1,1
H1,19.37,51,10,710.12,29,4.59,4.24,BLOMAC,11042,1,1
H1,19.23,52,10,711.29,28,4.6,4.38,MONTBRUN-DES-CORBIERES,11241,1,1
H1,19.57,50,9,714.5,28,4.52,4.4,LEZIGNAN-CORBIERES,11203,1,1
H1,19.61,49,8,721.57,29,4.54,4.58,NEVIAN,11264,1,1
H1,19.88,45,7,696.52,33,3.58,4.85,NARBONNE,11262,2,2
H1,19.85,44,6,700.88,35,3.69,4.4,VINASSAN,11441,2,2
H1,19.74,44,6,713.93,34,3.79,4.46,FLEURY,11145,2,2
H1,20.13,40,5,682.9,37,3.4,4.4,VENDRES,34329,2,2
H1,20.32,24,2,568.43,51,3.46,3.76,MARSEILLE,13055,2,2
H1,20.18,23,3,568.52,50,3.54,3.56,LA CIOTAT,13028,2,2
H1,20.23,23,3,567.68,50,3.5,3.56,LA CIOTAT,13028,2,2
H1,20.33,20,1,639.49,51,4.03,3.4,SAINT-CYR-SUR-MER,83112,2,2
H1,19.31,20,2,672.15,50,4.23,3.38,OLLIOULES,83090,2,2
H1,20.04,30,4,822.82,38,5.75,3.76,TOULON,83137,2,2
H1,20.51,33,5,860.4,41,5.57,3.58,LA VALETTE-DU-VAR,83144,2,2
H1,21.07,32,4,808.93,41,5.21,3.53,LA CRAU,83047,2,2
H1,19.9,20,1,667.67,53,4.02,3.5,LA LONDE-LES-MAURES,83071,2,2
H1,20.25,25,2,794.02,42,5.21,3.7,BORMES-LES-MIMOSAS,83019,2,2
H1,20.41,24,1,784.1,43,5.2,3.8,LE LAVANDOU,83070,2,2
H1,20.73,24,1,767.13,43,5.0,3.73,CAVALAIRE-SUR-MER,83036,2,2
H1,20.77,23,1,773.1,43,5.05,3.87,LA CROIX-VALMER,83048,2,2
H1,20.01,27,4,823.84,42,6.04,4.05,CENTURI,2B086,2,2
H1,20.1,26,4,818.85,42,6.0,4.04,ROGLIANO,2B261,2,2
H1,17.04,77,20,1632.01,18,14.03,3.95,SAINT-ETIENNE-DE-BAIGORRY,64477,0,0
H1,18.09,76,20,1527.61,19,13.19,4.1,OSSES,64436,0,0
H1,17.63,75,19,1545.57,18,13.34,4.06,LANTABAT,64313,0,0
H1,17.96,74,19,1511.9,18,13.02,4.06,JUXUE,64285,0,0
H1,17.93,73,19,1502.01,18,12.98,4.28,ORDIARP,64424,0,0
H1,18.07,73,18,1487.53,18,12.84,4.13,CHERAUTE,64188,0,0
H1,18.01,72,18,1504.97,18,13.02,4.0,AREN,64039,0,0
H1,18.57,74,19,1276.95,19,11.12,4.32,POEY-D'OLORON,64449,0,0
H1,18.17,75,19,1308.59,18,11.39,4.33,OLORON-SAINTE-MARIE,64422,0,0
H1,18.29,75,19,1297.14,20,11.39,4.1,AUBERTIN,64072,0,0
H1,18.25,75,19,1291.5,19,11.28,3.69,GELOS,64237,0,0
H1,18.32,75,19,1285.9,19,11.22,3.87,BORDES,64138,0,0
H1,17.7,76,20,1336.3,19,11.82,4.12,ESPOEY,64216,0,0
H1,16.59,75,19,1068.96,21,9.3,3.93,GER,64238,0,0
H1,17.36,75,19,973.72,22,8.58,4.07,BORDERES-SUR-L'ECHEZ,65100,0,0
H1,17.29,74,20,973.08,21,8.53,4.32,AUREILHAN,65047,0,0
H1,17.94,72,19,907.16,22,8.03,4.04,CABANAC,65115,0,0
H1,17.39,73,19,941.33,21,8.26,4.12,BUGARD,65110,0,0
H1,17.5,74,19,924.42,21,8.13,4.07,CAMPUZAN,65126,0,0
H1,17.43,74,19,928.09,21,8.16,4.12,ARIES-ESPENAN,65026,0,0
H1,17.45,72,18,920.69,20,8.23,4.02,GENSAC-DE-BOULOGNE,31218,0,0
H1,17.41,72,18,835.62,21,7.42,3.95,CIADOUX,31141,0,0
H1,18.23,75,19,811.53,20,7.03,4.1,LILHAC,31301,0,0
H1,18.32,75,20,814.44,20,6.88,4.13,PEYRISSAS,31414,0,0
H1,18.39,75,19,812.79,20,6.94,4.42,MONTOUSSIN,31387,0,0
H1,17.85,69,18,716.74,23,6.15,4.35,LE FOUSSERET,31193,0,0
H1,17.95,69,17,714.95,23,6.21,4.38,CARBONNE,31107,0,0
H1,17.7,68,18,752.93,23,6.29,4.43,LEZAT-SUR-LEZE,09167,0,0
H1,17.59,69,18,757.17,23,6.32,4.42,ESPERCE,31173,0,0
H1,17.9,67,17,739.32,24,6.26,4.12,SAINT-QUIRC,09275,0,0
H1,17.94,67,17,738.01,23,6.25,4.12,CALMONT,31100,0,0
H1,17.7,67,17,754.58,23,6.28,4.43,GIBEL,31220,0,0
H1,17.65,61,14,745.23,22,6.23,3.99,SALLES-SUR-L'HERS,11371,1,1
H1,17.72,61,14,741.68,23,6.21,4.0,VILLENEUVE-LA-COMPTAL,11430,1,1
H1,18.39,57,13,719.81,23,6.01,4.13,MIREVAL-LAURAGAIS,11234,1,1
H1,18.48,57,13,718.69,24,6.12,4.23,VILLEPINTE,11434,1,1
H1,18.34,58,13,724.99,25,6.17,4.18,ALZONNE,11009,1,1
H1,18.23,59,14,731.1,25,6.24,3.87,VENTENAC-CABARDES,11404,1,1
H1,18.38,58,13,732.35,24,6.06,4.12,CONQUES-SUR-ORBIEL,11099,1,1
H1,18.46,56,11,724.03,24,6.05,4.33,VILLARZEL-CABARDES,11416,1,1
H1,19.02,52,10,726.28,28,4.67,4.19,RIEUX-MINERVOIS,11315,1,1
H1,19.38,50,10,712.7,28,4.55,4.25,AZILLE,11022,1,1
H1,19.62,51,10,797.4,30,4.92,4.38,OUPIA,34190,1,1
H1,19.55,49,9,728.71,29,4.61,4.5,GINESTAS,11164,1,1
H1,19.84,48,9,717.88,29,4.54,4.43,OUVEILLAN,11269,1,1
H1,19.94,41,6,681.59,38,3.4,4.42,NISSAN-LEZ-ENSERUNE,34183,2,2
H1,19.8,39,5,695.58,39,3.5,4.42,LESPIGNAN,34135,2,2
H1,20.01,39,5,693.09,39,3.49,4.42,SERIGNAN,34299,2,2
H1,20.16,41,5,675.41,37,3.46,4.44,VIAS,34332,2,2
H1,20.16,41,5,667.89,37,3.34,4.27,AGDE,34003,2,2
H1,19.84,35,3,658.67,39,3.6,4.23,AGDE,34003,2,2
H1,19.66,26,4,521.93,48,3.04,3.74,MARSEILLE,13055,2,2
H1,19.17,27,4,608.5,50,3.71,3.8,MARSEILLE,13055,2,2
H1,18.95,28,4,616.65,49,3.75,3.8,CASSIS,13022,2,2
H1,19.45,41,9,685.29,42,4.65,3.63,CEYRESTE,13023,2,2
H1,19.61,33,5,845.62,35,6.06,3.55,LA CADIERE-D'AZUR,83027,2,2
H1,18.55,35,7,892.24,36,6.48,3.7,LE BEAUSSET,83016,2,2
H1,16.99,36,8,949.65,36,6.82,3.69,SIGNES,83127,2,2
H1,19.8,36,5,902.36,40,5.83,3.6,SOLLIES-TOUCAS,83131,2,2
H1,20.76,33,4,824.96,41,5.34,3.53,LA CRAU,83047,2,2
H1,20.08,33,4,927.24,41,5.76,3.51,PIERREFEU-DU-VAR,83091,2,2
H1,19.29,38,5,976.5,41,6.1,3.71,COLLOBRIERES,83043,2,2
H1,19.74,34,4,950.09,42,6.07,3.68,BORMES-LES-MIMOSAS,83019,2,2
H1,19.92,24,2,819.53,42,5.39,3.87,LA MOLE,83079,2,2
H1,20.41,24,1,792.14,42,5.2,3.92,RAMATUELLE,83101,2,2
H1,20.77,23,1,773.1,43,5.05,3.9,RAMATUELLE,83101,2,2
H1,17.41,76,18,1569.41,19,13.48,3.96,BIRIATOU,64130,0,0
H1,17.7,76,18,1541.28,18,13.28,4.04,SARE,64504,0,0
H1,18.36,73,17,1470.09,19,12.67,4.04,SARE,64504,0,0
H1,17.11,75,19,1592.82,18,13.82,3.88,ESPELETTE,64213,0,0
H1,17.85,76,19,1521.55,18,13.21,3.9,BIDARRAY,64124,0,0
H1,17.57,76,20,1537.72,18,13.28,4.1,HELETTE,64259,0,0
H1,18.32,72,19,1464.66,18,12.72,3.93,ARMENDARITS,64046,0,0
H1,18.7,71,18,1428.19,19,12.43,3.9,ORSANCO,64429,0,0
H1,18.66,69,17,1434.52,18,12.48,4.08,DOMEZAIN-BERRAUTE,64202,0,0
H1,18.56,69,17,1451.74,19,12.62,4.02,CHARRE,64186,0,0
H1,18.98,72,18,1237.74,20,10.91,4.05,SUS,64529,0,0
H1,18.52,74,19,1280.83,19,11.16,4.32,LUCQ-DE-BEARN,64359,0,0
H1,18.79,73,18,1257.84,20,11.02,4.35,MONEIN,64393,0,0
H1,18.79,73,18,1257.81,20,11.14,4.35,ARTIGUELOUVE,64060,0,0
H1,18.62,74,19,1271.07,20,11.2,4.37,PAU,64445,0,0
H1,18.17,75,20,1306.68,20,11.53,4.3,SERRES-MORLAAS,64520,0,0
H1,17.05,76,20,1135.08,20,10.08,3.92,SEDZERE,64516,0,0
H1,17.0,75,20,1047.35,21,9.12,4.25,SERON,65422,0,0
H1,17.55,74,19,964.71,22,8.48,3.98,SIARROUY,65425,0,0
H1,17.82,72,19,946.84,22,8.29,4.3,TOSTAT,65446,0,0
H1,18.18,71,18,893.98,22,7.89,3.98,LAMEAC,65254,0,0
H1,17.76,73,19,916.42,22,8.12,4.0,BERNADETS-DEBAT,65085,0,0
H1,18.06,71,18,894.89,22,7.96,4.17,DUFFORT,32116,0,0
H1,17.91,71,17,902.17,22,8.02,4.02,MONLAUR-BERNET,32272,0,0
H1,17.38,72,18,839.06,22,7.48,3.95,MANENT-MONTANE,32228,0,0
H1,17.62,71,18,827.61,22,7.34,4.23,PEGUILHAN,31412,0,0
H1,17.62,70,17,723.26,23,6.23,4.19,ANAN,31008,0,0
H1,17.45,70,18,730.07,23,6.31,4.07,RIOLAS,31456,0,0
H1,17.42,70,18,728.14,23,6.29,4.25,SAINT-ARAILLE,31469,0,0
H1,17.68,69,18,716.56,23,6.08,4.05,LABASTIDE-CLERMONT,31250,0,0
H1,18.13,68,18,696.34,24,5.97,4.25,LONGAGES,31303,0,0
H1,18.01,67,17,725.49,23,6.25,4.27,MONTAUT,31361,0,0
H1,17.88,67,17,730.88,23,6.31,4.31,MIREMONT,31345,0,0
H1,18.02,66,17,734.43,23,6.19,4.1,AUTERIVE,31033,0,0
H1,17.86,66,17,743.22,23,6.2,4.05,NAILLOUX,31396,0,0
H1,17.98,66,16,738.44,23,6.15,4.05,LAGARDE,31262,0,0
H1,17.79,65,18,724.32,24,6.08,4.15,AVIGNONET-LAURAGAIS,31037,1,1
H1,18.2,58,14,714.39,24,6.09,4.1,RICAUD,11313,1,1
H1,18.03,59,15,721.75,24,6.16,4.1,ISSEL,11175,1,1
H1,16.94,62,16,1089.22,23,9.39,4.18,VERDUN-EN-LAURAGAIS,11407,1,1
H1,16.11,60,14,1134.94,22,9.71,3.94,SAISSAC,11367,1,1
H1,15.92,61,15,1149.84,22,9.77,3.92,CUXAC-CABARDES,11115,1,1
H1,16.16,61,14,1136.41,22,9.59,3.92,LES ILHES,11174,1,1
H1,15.98,61,15,1147.38,22,9.71,3.95,VILLENEUVE-MINERVOIS,11433,1,1
H1,17.34,58,13,865.24,28,5.53,4.29,FELINES-MINERVOIS,34097,1,1
H1,17.88,58,12,840.93,29,5.29,4.3,CESSERAS,34075,1,1
H1,18.56,56,11,835.8,29,5.11,4.63,LA CAUNETTE,34059,1,1
H1,18.61,51,10,753.03,29,4.79,4.27,BIZE-MINERVOIS,11041,1,1
H1,19.59,50,10,794.17,30,4.88,4.15,QUARANTE,34226,1,1
H1,19.95,50,10,778.04,30,4.94,4.17,MAUREILHAN,34155,1,1
H1,19.66,40,6,681.16,39,3.36,4.3,BEZIERS,34032,2,2
H1,19.66,40,5,677.93,37,3.43,4.27,BEZIERS,34032,2,2
H1,19.86,40,5,680.2,38,3.46,4.4,MONTBLANC,34166,2,2
H1,19.74,35,3,661.6,39,3.62,4.23,FLORENSAC,34101,2,2
H1,19.84,35,3,658.68,39,3.6,4.23,MARSEILLAN,34150,2,2
H1,19.87,34,3,658.7,39,3.6,4.23,SETE,34301,2,2
H1,20.11,36,5,585.72,43,3.33,3.94,ARLES,13004,2,2
H1,20.11,36,5,585.51,43,3.33,4.01,ARLES,13004,2,2
H1,20.11,36,5,585.51,43,3.33,4.01,ARLES,13004,2,2
H1,20.26,37,6,585.84,43,3.45,4.08,PORT-SAINT-LOUIS-DU-RHONE,13078,2,2
H1,20.29,36,6,532.58,45,3.17,3.85,MARTIGUES,13056,2,2
H1,20.25,36,6,539.95,45,3.33,3.75,CARRY-LE-ROUET,13021,2,2
H1,20.26,36,6,549.95,45,3.35,3.75,ENSUES-LA-REDONNE,13033,2,2
H1,19.72,26,3,526.3,47,3.05,3.78,MARSEILLE,13055,2,2
H1,19.61,37,7,551.41,45,3.41,3.69,MARSEILLE,13055,2,2
H1,19.79,39,8,673.65,41,4.51,3.87,AUBAGNE,13005,2,2
H1,18.83,41,10,703.07,41,4.76,3.95,GEMENOS,13042,2,2
H1,17.11,36,8,953.46,35,6.73,3.56,CUGES-LES-PINS,13030,2,2
H1,17.05,36,8,966.9,36,7.09,3.68,SIGNES,83127,2,2
H1,17.41,35,7,934.54,36,6.77,3.58,SIGNES,83127,2,2
H1,18.44,34,7,889.51,36,6.41,3.55,NEOULES,83088,2,2
H1,19.56,38,8,902.6,40,6.01,3.55,PUGET-VILLE,83100,2,2
H1,19.73,36,6,884.78,39,6.02,3.42,CARNOULES,83033,2,2
H1,18.62,37,7,997.26,41,6.46,3.83,GONFARON,83067,2,2
H1,18.87,37,5,996.19,41,6.27,3.75,LA GARDE-FREINET,83063,2,2
H1,20.13,24,1,807.86,42,5.21,3.88,GRIMAUD,83068,2,2
H1,20.57,24,1,783.84,43,5.04,3.88,GASSIN,83065,2,2
H1,20.76,23,1,776.06,43,4.97,4.1,SAINT-TROPEZ,83119,2,2
H1,17.94,61,12,1398.22,20,12.04,3.85,URRUGNE,64545,1,1
H1,17.88,61,12,1397.88,20,11.96,4.08,URRUGNE,64545,1,1
H1,17.94,61,12,1387.07,20,11.91,4.07,SAINT-PEE-SUR-NIVELLE,64495,1,1
H1,19.05,70,17,1404.38,19,12.14,3.83,ESPELETTE,64213,0,0
H1,18.45,73,17,1454.87,19,12.84,3.87,CAMBO-LES-BAINS,64160,0,0
H1,18.66,72,17,1434.35,19,12.57,4.0,AYHERRE,64086,0,0
H1,18.62,71,17,1439.88,19,12.49,3.99,OREGUE,64425,0,0
H1,19.07,69,17,1398.57,19,12.15,3.98,LABETS-BISCAY,64294,0,0
H1,18.76,71,18,1298.7,19,11.57,3.98,OSSERAIN-RIVAREYTE,64435,0,0
H1,18.46,71,18,1329.52,20,11.9,3.96,LAAS,64287,0,0
H1,18.95,72,19,1240.65,20,10.97,4.21,AUDAUX,64075,0,0
H1,19.08,71,18,1233.61,20,10.91,4.26,LAGOR,64301,0,0
H1,19.18,71,18,1229.26,20,10.84,3.95,ARTIX,64061,0,0
H1,18.34,73,19,1057.12,21,9.43,3.83,BOUGARBER,64142,0,0
